hhnum,inchhavg_r
106942,1742.662
106945,980.0
106947,710.0
106959,3400.0
106964,1018.33
106972,5100.0
106973,4396.0
106975,5711.67
106976,4853.338
106981,2950.0
106982,2660.0
106983,1391.41113257891
107002,11172.3971806355
107010,4573.38923406734
107011,2176.17297091563
107017,10173.786
107018,1440.0
107019,2562.0
107021,4478.0
107022,9450.0
107025,2073.338
107026,1394.0
107029,710.0
107041,2651.138
107042,17396.668
107045,25650.0
107047,1904.0
107050,2442.60713449068
107053,850.0
107055,4198.0
107067,2380.0
107069,5346.4
107071,2940.0
107072,3360.21109664
107074,3360.0
107075,6869.3174158415
107078,1450.0
107087,2605.34178647987
107093,1494.0
107099,4483.0
107109,4725.0
107114,2100.0
107118,4680.0
107119,14078.0
107123,2165.0
107124,1350.0
107125,698.0
107131,700.0
107141,2894.662
107149,4760.0
107152,805.0
107155,1786.0
107156,871.0
107162,2200.0
107166,3781.0
107174,11864.67
107176,4485.23970619948
107180,2528.84661280727
107182,1400.0
107187,2800.0
107190,2000.0
107191,1900.0
107195,595.0
107205,900.0
107206,999.880884108048
107220,4200.0
107221,1841.0
107226,3550.0
107236,7039.59579921536
107259,0.0
107260,1880.0
107263,7325.10436544453
107265,5650.0
107266,5600.0
107274,5459.2
107279,23389.83
107280,13800.0
107284,1200.0
107294,1763.18278559538
107296,6608.34000000001
107300,650.0
107301,14840.0
107302,914.33
107304,4491.0
107310,5763.324
107311,1778.74407932388
107314,10077.6402620998
107320,8453.2
107323,3256.0671788
107330,8205.0
107331,1785.00472114205
107333,3984.0
107335,2193.63395567116
107340,1593.61337536
107341,3743.138
107343,11475.0
107352,1700.0
107366,5260.0
107373,5011.89373338347
107383,22000.0
107388,2700.0
107389,3080.25405308198
107394,1652.51276888555
107395,12412.0
107396,1564.0
107400,2600.0
107402,4396.37396858947
107403,2426.662
107405,670.0
107408,0.0
107410,2889.762
107411,8357.00000000001
107412,2200.0
107414,4772.0
107416,4783.338
107421,1993.33
107423,14161.4855272756
107435,3900.0
107438,2341.738
107440,698.0
107444,718.0
107447,5040.0
107448,2735.0
107455,2356.0
107457,605.0
107462,4399.31
107463,2150.0
107464,1400.0
107476,25650.0
107478,4520.0
107484,1436.51579351946
107488,2900.0
107497,7531.81764978863
107502,4000.0
107520,1820.0
107522,1174.0
107524,2000.0
107534,749.25
107541,500.0
107543,2997.0
107545,10434.0
107546,350.0
107555,1728.60551271674
107557,7020.0
107561,3262.6
107562,3840.0
107563,4566.67
107568,4246.676
107573,3808.0
107586,1500.0
107589,4870.0
107590,106.20085262444
107599,5460.0
107603,5293.44103062
107604,3930.0
107613,1120.0
107619,834.0
107621,3080.0
107622,880.0
107623,968.0
107625,1434.0
107627,1960.0
107632,10209.00925124
107638,2100.0
107641,10628.0
107646,5316.0
107647,2000.0
107653,4679.0
107655,4200.0
107656,4385.33
107661,1508.008
107662,1969.0
107664,6800.0
107665,1010.0
107666,531.008129635241
107671,3780.0
107678,1680.0
107681,8800.0
107690,4000.0
107693,8140.0
107696,0.0
107698,3173.02
107699,2872.82580227213
107701,1790.0
107710,2100.0
107712,1515.0
107713,780.0
107718,1026.0
107730,2500.0
107735,2624.04156570276
107737,2400.0
107739,0.0
107740,3133.94882665792
107749,11363.7230153662
107754,1094.0
107755,1963.5928418098
107757,5398.13709549704
107766,1400.0
107769,698.0
107770,3542.938
107783,1352.0
107785,2580.0
107786,4892.0
107789,837.0
107793,4200.0
107794,1700.0
107795,8000.0
107798,1190.0
107799,3033.338
107802,1670.0
107810,3669.98496886895
107815,3200.0
107819,6200.0
107826,2261.0
107828,1535.27
107829,4038.0
107834,3080.0
107836,3550.0
107838,3000.0
107851,1110.0
107855,3500.0
107858,2100.0
107861,3707.18810157076
107866,4590.0
107872,5334.862
107876,2800.0
107885,3000.0
107888,668.0
107892,2912.0
107893,12306.1438740039
107901,5452.44386448
107909,1568.06
107910,5600.0
107911,10920.0
107916,4200.0
107923,4300.0
107925,4019.05915743761
107933,3780.0
107937,6600.0
107939,16300.0
107940,3154.3739957
107941,166.67
107943,3011.96630240108
107946,2470.538
107956,7200.0
107957,1680.0
107959,2520.0
107966,4530.67
107968,1922.0
107969,250.0
107974,2067.0
107977,7000.0
107979,1052.0
107980,5012.33
107984,584.888725024302
107986,4875.0
107991,2800.0
107993,2800.0
107994,5308.12633314
107996,1042.82073000937
107999,2936.66
108000,1386.33
108007,3151.0
108009,4120.0
108011,3000.0
108012,3200.0
108023,2730.0
108034,4218.73377762541
108035,1960.0
108038,5700.0
108041,8600.0
108043,1177.09358859613
108045,1820.0
108046,0.0
108047,1737.0
108052,4586.0
108057,4404.0
108059,1400.0
108061,1100.0
108063,2500.0
108070,2072.0
108074,958.790782791512
108077,2500.0
108079,1687.5
108082,591.0
108087,3029.6
108091,7748.17182949131
108097,446.0
108103,935.0
108106,782.0
108115,2062.03
108120,2600.0
108122,3041.67
108123,1260.0
108128,206.0
108131,345.70641093398
108134,2240.0
108138,4970.0
108139,7924.08020287858
108142,718.0
108150,5084.0
108154,1700.0
108165,1148.0
108172,1200.0
108174,700.0
108175,7166.57504322166
108176,1481.33237702366
108188,3834.67
108195,1810.0
108197,3540.0
108200,764.0
108204,921.3
108212,6008.0
108213,4569.0
108214,2174.8
108215,900.0
108221,1922.80340512525
108226,3687.67
108228,2656.06843962
108235,2503.0
108236,854.4
108238,16870.0
108239,3992.11564479874
108244,0.0
108252,1894.97707574115
108262,996.817092032684
108266,900.0
108272,5629.0
108273,4366.67
108277,2317.0
108280,5000.0
108281,4906.662
108282,758.64999931178
108283,1725.0
108285,1331.01863377377
108287,265.006489828317
108294,1915.0
108299,3300.0
108300,910.0
108302,1509.0
108305,1620.0
108309,1916.662
108314,4195.54967697009
108316,2137.25311112
108320,4610.67
108327,1433.0
108329,3920.0
108331,6000.0
108337,1915.92
108338,1262.44909902497
108341,698.0
108353,2032.82434480237
108354,2932.53
108360,1488.0
108373,4600.0
108377,8940.0
108381,630.0
108383,3596.0
108393,2310.0
108395,20005.790565
108414,5449.67
108417,2208.0
108420,2089.05988097666
108423,5480.0
108424,2087.838255386
108426,11429.0
108432,1374.15717230522
108434,1715.0
108436,7080.0
108438,4669.0
108446,2866.67
108473,3360.0
108485,1333.0
108497,1900.0
108502,1705.0
108503,956.0
108504,3000.0
108510,2058.0
108515,3034.0
108517,1997.07403754
108518,0.0
108519,3245.0
108532,7637.938
108534,3780.0
108540,7629.99999999999
108560,1680.0
108565,10821.0
108566,1280.0
108567,1500.0
108570,903.0
108572,1602.39596115222
108583,2660.0
108588,0.0
108590,4000.0
108591,11873.34
108594,17400.0
108601,7000.0
108603,1603.33
108606,1629.26149605964
108607,4368.0
108610,911.0
108612,3550.0
108613,10844.176
108618,1900.0
108619,718.0
108621,23084.67
108622,3300.21914198652
108628,4829.0
108630,3663.33
108635,6586.67
108638,5549.0
108640,4567.86242001729
108649,3412.63311239235
108651,3685.0
108660,5280.0
108667,22697.87271978
108673,900.0
108677,2280.0
108678,1680.0
108696,5485.00821110461
108700,630.0
108708,6600.0
108710,4450.0
108716,1344.0
108719,6498.95182598963
108721,2770.454298674
108724,2600.0
108728,18000.0
108735,1950.0
108740,2287.0
108742,300.0
108744,323.103535699975
108745,1760.0
108752,2333.33
108753,6393.338
108754,5739.35182624251
108757,4564.0
108762,1520.0
108765,1913.18033226278
108774,4545.0
108784,1341.0
108790,4929.0
108795,2886.67
108806,910.0
108809,5790.22965596035
108816,8806.67
108824,1733.33
108827,3450.0
108834,1020.67
108849,2870.0
108850,5121.16297179648
108851,3000.0
108860,2222.26002649497
108873,6326.668
108891,700.0
108895,2858.338
108896,1954.17
108897,7919.99999999999
108899,2400.0
108900,0.0
108903,8800.00000000001
108906,860.0
108910,2738.0
108913,322.0
108914,9721.0
108921,3707.0
108925,7094.51
108926,9499.99999999999
108927,1396.0
108929,3943.324
108939,5598.0
108942,6800.0
108945,2080.0
108950,1656.67
108962,2000.6
108967,4116.0
108971,1382.7536321331
108976,9484.99488527023
108979,2937.0
108980,4933.85722917217
108988,2618.0
108998,3213.0
109013,1076.0
109022,4560.0
109027,3920.0
109029,3873.26931848
109030,703.375908516874
109037,1788.4
109038,9900.0
109041,2985.99854213298
109043,1863.33
109046,2000.0
109050,4561.01162444425
109055,1183.33
109061,840.0
109063,4200.0
109064,8400.0
109067,4200.0
109070,6413.33
109072,22000.0
109075,1888.0
109080,1600.0
109086,4200.0
109090,1800.0
109093,2166.67
109101,1260.0
109103,3861.11005737891
109106,2200.0
109114,4749.04696544133
109118,4200.0
109121,1820.0
109122,2000.0
109123,1300.0
109128,2973.6
109129,2800.0
109131,2656.0
109133,800.0
109134,1440.83
109135,1680.0
109141,4480.0
109146,1300.0
109151,1052.0
109153,3504.338
109155,12622.12131763
109156,2816.67
109157,2940.0
109168,5495.0
109172,18000.0
109175,737.0
109177,2100.0
109181,4240.0
109182,1420.0
109188,1200.0
109190,9733.33
109191,718.0
109193,1214.80247434636
109194,366.0
109196,3439.0
109208,3190.0
109210,1800.0
109216,4531.33
109218,5300.0
109219,3360.0
109220,1740.0
109221,15943.662
109227,16070.0
109229,2520.0
109231,8883.33
109235,1868.3
109242,4975.0
109243,0.0
109244,8991.0
109253,1692.0
109254,1353.0
109255,15000.0
109258,3920.0
109261,1100.0
109269,4900.0
109272,5790.0
109283,6477.0
109285,4760.0
109290,980.0
109294,15935.0
109295,2000.0
109296,1058.0
109302,2645.0
109304,808.470652255528
109307,4122.81234553332
109311,2625.0
109320,1819.992
109324,4354.53548869128
109328,2289.5
109329,698.0
109333,0.0
109341,1334.592
109345,7008.0
109346,3450.51501596002
109350,7866.74
109354,6720.0
109356,6750.0
109357,5188.33
109363,1245.0
109366,6000.0
109368,7321.8086258
109383,2100.0
109385,2584.41641292788
109386,1596.0
109393,1597.2
109395,4270.0
109397,9100.0
109403,4795.0
109413,12124.44833208
109423,8233.33
109424,1132.0
109436,1610.41346496374
109443,2549.37
109458,1074.40697724347
109469,1440.0
109471,1200.0
109476,12940.7508877423
109489,3080.0
109492,2520.0
109493,855.0
109496,5856.654125653
109498,9983.33000000001
109503,1490.0
109505,840.0
109506,695.0
109518,6608.33
109522,3508.59446270269
109523,6400.0
109536,4620.0
109538,6465.23
109546,1830.97213475084
109547,2450.0
109549,2098.0
109551,2800.0
109552,8399.99999999999
109560,2500.0
109563,2100.0
109564,2800.0
109565,8483.34
109566,2560.0
109571,5853.70518018976
109574,1045.0
109575,2240.0
109580,2300.0
109581,9200.0
109586,2153.0
109587,5000.0
109589,1697.0
109590,1400.0
109593,3421.92151269462
109594,3500.0
109595,15553.324
109598,5152.84607141898
109600,1700.0
109614,4345.67
109616,5830.0
109621,1274.0
109624,204.0
109626,3943.338
109628,3740.0
109633,1143.95522187025
109637,3159.338
109644,2000.0
109662,1600.0
109666,1600.0
109668,762.0
109671,8071.0
109675,4576.67
109683,1900.0
109693,200.0
109700,11480.0
109703,2614.11970689988
109704,5159.74174983976
109707,7082.78
109708,2040.0
109714,8600.0
109717,4620.0
109724,2699.0
109728,7027.0
109729,7365.0
109730,8816.05424715973
109733,18100.0
109738,3570.0
109753,505.261798089613
109755,1900.0
109764,2612.8
109765,3650.0
109779,5200.0
109785,1672.2
109789,2700.0
109814,4800.0
109818,1680.0
109822,3625.0
109823,1120.0
109829,4058.0
109831,302.0
109835,98.0
109836,4640.50092426548
109849,2499.58313852761
109850,916.67
109852,5733.33
109853,1680.0
109856,10540.0
109860,1640.98923414102
109862,0.0
109865,0.0
109869,2619.39265949624
109876,8844.03195384503
109879,1838.0
109882,6624.67
109883,0.0
109884,3366.0
109885,4254.60330593762
109893,674.47
109897,2000.0
109898,9466.53
109900,8563.33800000001
109911,2210.0
109912,2520.0
109914,1680.0
109915,1567.0
109916,3200.0
109918,1600.0
109920,1155.24486793393
109923,3205.0
109925,7000.0
109933,2004.16
109934,883.0
109935,2548.0
109943,1872.0
109946,0.0
109950,2366.0
109956,698.0
109957,1714.19713400049
109962,6079.67329130808
109965,1917.75
109970,2290.0
109971,1680.0
109972,3545.0
109976,1400.0
109978,3332.0
109979,972.0
109981,8844.0
109987,1300.0
109993,698.0
110000,2053.0
110004,3360.0
110005,3000.0
110008,1680.0
110009,1189.0
110018,3304.0
110028,3746.67
110030,2903.62
110037,1840.0
110040,2520.0
110046,5422.8295567
110052,6143.0
110054,2800.0
110058,2290.0
110063,6300.0
110079,4060.0
110084,7886.662
110089,7400.0
110091,273.982431264541
110094,9951.77
110096,420.0
110098,7140.0
110100,5590.0
110102,4091.78177009492
110110,3199.82746930304
110115,900.0
110118,5057.924
110121,18200.0
110122,9099.99999999999
110123,1482.0
110130,1000.0
110160,10500.0
110165,1260.0
110169,2240.0
110171,1039.0
110175,4340.0
110179,1000.0
110189,3346.0
110190,2166.67
110193,4480.0
110196,2475.18515836709
110205,4221.0
110207,1680.0
110212,1231.62868036085
110218,1040.0
110228,1300.0
110229,3933.33
110244,3400.0
110245,2262.0
110251,138.0
110252,480.114016799574
110253,5879.0
110257,4010.5
110258,3850.0
110265,4500.0
110268,698.0
110270,5460.0
110275,2510.0
110281,1400.0
110283,840.0
110285,1512.0
110287,2250.0
110289,1444.0
110295,6720.0
110297,887.5
110300,3518.662
110301,1700.0
110306,3987.0
110308,10250.0
110311,3000.0
110329,7366.67
110332,700.0
110336,8000.0
110339,2156.54454009559
110342,2569.73544633414
110343,488.75
110347,1120.0
110349,2800.0
110355,3760.0
110358,4550.0
110360,6240.0
110362,6090.89127401641
110367,1873.78422261268
110370,2441.67
110373,700.0
110374,3616.88612099458
110375,4410.0
110376,452.236924762526
110380,3180.0
110383,5740.0
110390,698.0
110397,1175.0
110399,6252.4
110401,7754.13623194753
110411,1083.33
110417,3561.01010963298
110419,3912.53
110422,21333.33
110423,2879.6
110435,5451.0
110439,7000.0
110442,11223.338
110443,4265.4883180285
110445,7534.7340526136
110446,1056.9
110448,3600.0
110454,15288.0
110456,859.0
110458,500.347974127258
110461,2789.6623976223
110462,13303.33
110468,1400.0
110472,4200.0
110475,2950.0
110476,6683.33
110478,5085.92466122076
110479,5780.0
110481,11200.0
110485,2800.0
110486,3244.5
110487,1092.0
110490,5193.40898330215
110494,2426.662
110501,4229.66
110504,4727.47964564405
110515,2191.71898376171
110519,2285.0
110526,3780.0
110528,831.0
110529,4426.662
110532,2400.0
110544,8000.0
110547,11132.5
110549,2204.80385009793
110550,2760.33
110552,5040.0
110556,2600.0
110561,1330.0
110575,25650.0
110579,2348.0
110586,929.0
110589,6300.0
110604,0.0
110611,2500.0
110618,3800.0
110625,7280.0
110635,3000.0
110640,1086.0
110646,2441.67628627981
110648,5251.0
110652,1200.0
110653,4935.39733719838
110656,1620.0
110658,3341.992
110662,2965.67
110666,8811.83
110670,0.0
110671,1260.38517603751
110673,1362.0
110675,0.0
110680,3992.0
110683,4340.0
110688,1516.676
110702,308.0
110706,2882.2010400156
110707,3528.59932584713
110710,3700.0
110712,13043.338
110720,2544.0
110724,10040.0
110729,9400.00000000001
110732,1120.0
110738,6580.0
110739,1838.03688241464
110740,3990.0
110741,5099.75186690932
110743,12258.0
110746,1400.0
110752,5866.0
110755,768.96
110758,1200.0
110765,2271.68487780671
110766,120.0
110770,2240.0
110772,2219.31792603107
110775,6514.0
110777,3000.0
110779,1500.0
110780,1508.0
110784,7280.0
110786,4200.95045686752
110790,2240.0
110793,3800.0
110796,2618.0
110797,1759.338
110801,1680.0
110807,1372.0
110811,5535.462
110817,3200.0
110818,4000.0
110819,2133.0
110824,4496.56567610946
110827,3150.0
110836,2790.0
110839,3640.0
110840,3018.31
110846,7900.0
110850,1972.0
110854,8530.0
110855,3920.0
110861,1121.0
110864,4610.0
110868,3920.0
110870,2313.0
110875,3840.0
110883,4200.0
110884,1936.0
110889,14840.0
110890,2123.2
110893,3789.8
110894,2437.58
110900,5740.0
110906,1191.45363062828
110913,850.0
110916,1218.0
110919,1404.0
110924,1440.0
110931,932.0
110944,672.0
110948,2651.05843328667
110954,4000.0
110959,4420.0
110960,5893.332
110967,1018.0
110968,1456.0
110969,2590.0
110989,197.0
110990,4926.662
110997,2093.338
111004,3333.0
111007,3226.46943676506
111013,998.0
111022,3146.0
111023,5957.78894331831
111037,2751.0
111038,1250.0
111044,4701.67
111047,770.0
111053,3800.0
111055,10703.98002736
111056,3080.0
111069,9100.0
111071,1960.0
111073,5050.0
111077,698.0
111081,1694.0
111084,4886.72383396
111088,4550.0
111090,3397.0
111093,0.0
111096,5330.0
111099,1091.0
111101,3640.0
111108,8300.0
111109,4462.77996481071
111110,2936.5224378392
111121,4566.0
111128,2638.92293857397
111129,1053.32108057876
111139,868.0
111142,4430.0
111145,1600.0
111146,0.0
111148,4967.0
111149,10000.0
111161,2900.0
111174,719.0
111177,0.0
111189,750.0
111196,1892.0
111202,2000.0
111203,300.0
111207,4253.33
111210,2800.0
111212,4119.65221818037
111213,3360.0
111214,1964.04316276549
111215,1526.53894702
111228,1000.0
111229,5700.0
111230,546.0
111234,25520.1853989432
111236,1960.0
111238,2800.0
111239,6759.992
111240,718.0
111245,2200.0
111253,2769.33
111254,6841.17680557039
111262,800.0
111266,11200.0
111267,11480.0
111272,3700.0
111277,6300.0
111278,6300.0
111279,1700.0
111282,2100.0
111285,3400.0
111297,883.0
111298,12180.0
111302,1600.0
111305,0.0
111317,13805.0
111322,1320.0
111323,239.589860449731
111328,4400.0
111329,2613.17443812378
111334,1700.0
111335,268.946354014455
111339,250.0
111341,2363.50852659684
111343,465.0
111353,6300.0
111358,1562.323524636
111364,1670.0
111367,6268.0
111371,756.0
111385,3680.0
111391,1680.0
111394,2100.0
111395,9899.99999999999
111396,12617.7803566316
111408,0.0
111412,1192.0
111420,2156.67
111423,3220.0
111429,3640.0
111442,1344.0
111444,4031.4
111450,1582.0
111455,13160.0
111457,3469.86
111461,2100.0
111462,3360.0
111465,2800.0
111466,660.0
111469,8022.87366673773
111470,1245.0
111477,3458.71748794176
111482,717.661431233348
111483,5889.0
111496,2000.0
111499,0.0
111507,1678.0
111513,2602.81589218
111523,2200.0
111526,1566.70375944033
111527,1648.96379184038
111534,2080.0
111535,4712.0
111536,1200.0
111541,3000.0
111543,845.0
111554,1516.662
111555,8885.57361755492
111557,2490.14993615096
111558,6020.0
111562,9800.0
111563,5110.0
111565,9324.0
111566,1680.0
111573,2229.0
111575,1817.92050967855
111576,2800.0
111577,6143.33
111579,930.0
111588,10583.0
111589,5320.0
111591,5600.0
111592,3684.0
111593,1535.37350226045
111596,9099.99999999999
111609,1838.0
111611,1580.0
111612,2800.0
111613,3320.0
111617,1560.0
111620,1780.0
111621,1400.0
111623,2427.0
111625,7466.662
111627,800.0
111632,5213.0
111635,2000.0
111651,2686.662
111654,4655.49368976382
111656,2868.79558394867
111663,1727.0
111664,1440.0
111672,6534.98383643678
111678,2791.48856953962
111682,1392.0
111683,1800.0
111686,4298.67
111693,3450.0
111694,3400.0
111698,947.0
111700,12520.1071208823
111706,2062.662
111710,800.0
111713,1748.0
111718,6931.25
111719,12987.8
111729,1528.0
111730,4978.05435407213
111735,4400.0
111740,2965.0
111745,5170.81099588932
111748,2608.662
111753,14600.0
111757,14778.0
111765,3720.0
111769,7430.00996537502
111770,7000.0
111772,11200.0
111774,2910.0
111780,863.67
111782,910.0
111791,3641.67
111792,1222.0902313265
111794,2800.0
111795,2120.0
111797,9480.13132735861
111800,840.0
111805,3683.0
111823,3200.0
111825,536.314781637366
111826,2566.67
111834,931.0
111835,1700.0
111838,4560.0
111843,3220.0
111846,2520.0
111849,3783.0
111853,3033.338
111855,5600.0
111859,4700.0
111867,2175.36584838053
111873,10680.0
111879,25650.0
111880,4060.0
111892,1092.0
111893,5467.17545826
111896,3506.40983978501
111898,7413.0
111899,1200.0
111923,4220.0
111924,3221.0
111926,5718.28475696
111929,9342.55049647248
111939,600.0
111942,6740.0
111944,800.0
111945,4030.0
111948,698.0
111956,2800.0
111958,7175.0
111960,4400.0
111971,3257.67
111974,4550.0
111975,1200.0
111976,698.0
111979,2135.0
111980,2125.0
111991,9533.34
111992,1800.0
112000,2500.0
112001,5471.67
112003,2430.0
112006,3223.64
112009,10800.0
112011,7693.83000000001
112019,2893.338
112022,0.0
112024,10420.0
112026,600.0
112032,3727.662
112034,2880.0
112037,4900.0
112047,4716.96593436641
112051,6666.67
112057,2330.9909721978
112058,4112.0
112062,3900.0
112063,1738.0
112064,11550.0
112065,10849.0
112076,2520.0
112081,8116.00000000001
112085,4800.0
112091,2078.67
112096,6229.33
112102,4125.87493925665
112108,1753.35841941281
112115,4852.0
112116,6370.0
112119,4300.0
112121,1950.0
112122,4271.10070294281
112124,1870.0
112126,7934.75515744103
112127,3600.0
112132,5600.0
112133,6000.0
112134,718.0
112138,2566.67
112144,16451.4
112146,2808.3098624822
112151,3260.3
112152,653.656111869918
112158,10000.0
112159,800.0
112166,6580.0
112171,4304.332
112172,1500.0
112182,1150.0
112187,4683.0
112196,2583.33
112200,370.0
112204,2400.0
112210,4875.8
112212,698.0
112221,3042.27283980502
112223,1058.4
112224,4800.0
112225,2000.0
112226,8400.0
112240,1990.0
112241,3780.0
112244,2739.338
112245,2460.0
112247,1350.0
112250,1050.0
112255,2000.662
112259,2240.0
112261,1213.338
112270,929.0
112275,1400.0
112281,2926.0
112291,6093.75429085752
112296,0.0
112305,5600.0
112308,5713.7684949407
112312,9520.0
112313,718.0
112319,6771.30999999999
112320,7458.81731918087
112328,1620.0
112330,2500.0
112338,1440.0
112341,1260.0
112353,1083.33
112354,800.241912892555
112365,0.0
112373,3001.67
112376,2100.0
112377,1050.0
112379,2500.0
112381,980.0
112384,3044.0
112387,1217.12854684431
112391,1215.0
112393,7560.0
112396,10936.8158120966
112398,8878.0
112406,3360.0
112407,8915.76056750348
112414,784.0
112416,2512.5
112436,418.0
112441,700.0
112445,5350.42
112446,3743.0
112447,2800.0
112455,2500.0
112456,3886.4
112469,4060.0
112473,5202.9816919538
112477,17872.1624569519
112482,6300.0
112496,7764.0
112503,600.0
112505,140.0
112510,3080.0
112518,677.0
112521,500.0
112522,2552.49743472576
112523,3780.0
112524,6400.0
112525,2600.0
112526,2800.0
112528,2668.20577173662
112532,1620.0
112536,3360.0
112538,959.06467903268
112542,1800.0
112549,0.0
112555,5600.0
112557,2800.0
112561,1189.0
112562,6160.0
112571,0.0
112573,1400.0
112574,3393.75629063184
112575,1339.0
112577,5223.741821
112583,1428.0
112607,2274.0
112609,1228.45661196672
112616,3050.0
112618,898.0
112619,7958.33
112621,5346.3751229245
112625,6066.662
112627,4120.0
112629,4480.0
112635,6412.0
112637,4100.0
112644,3101.0
112646,5471.2
112648,3695.3786892755
112657,1648.0
112658,892.0
112660,2120.0
112663,2240.0
112664,985.0
112668,1076.033532462
112669,2240.0
112673,6200.0
112679,2500.0
112680,5160.0
112681,9009.35027227864
112683,1960.0
112686,840.0
112693,1550.75
112697,2800.0
112700,5104.0
112706,2034.67
112721,2269.98345923868
112722,866.481670885165
112725,1700.0
112726,700.0
112735,7220.0
112742,1190.0
112752,8412.21916885068
112756,3028.0
112768,703.0
112772,3000.0
112777,1200.0
112781,1080.0
112783,6200.0
112789,2100.0
112795,971.0
112798,1300.0
112801,103.0
112807,4576.86926471627
112819,3200.0
112826,10000.0
112828,5400.0
112831,1419.30813784018
112832,4514.01353974013
112840,3350.0
112844,4942.938
112849,8493.338
112851,3796.0
112852,3033.338
112859,5000.0
112861,2400.0
112864,3220.0
112867,5880.0
112868,2016.0
112869,3033.338
112870,4350.0
112877,1101.0
112881,2187.0
112884,2463.6752871359
112890,4853.34
112896,2590.462
112899,3200.0
112901,1118.0
112903,6300.0
112904,17034.34
112905,1260.0
112911,10900.0
112917,3480.0
112922,6299.99451514
112931,5418.32689108811
112932,1572.3872446
112935,2362.0
112936,1451.0
112943,5493.5
112944,4410.0
112946,3400.0
112955,200.0
112959,1203.33
112960,2963.15828497289
112968,1017.49073532771
112970,2200.0
112973,3033.33
112976,2000.0
112980,317.577021731737
112982,0.0
112983,2800.0
112991,1890.0
112992,2240.0
112995,1580.37300740264
113000,3740.0
113002,1000.0
113013,5500.0
113017,10584.7543871995
113019,2450.0
113027,7704.662
113029,3623.928
113031,3693.87801641483
113032,1351.0
113034,5300.0
113035,6440.20239645702
113036,1129.0
113038,3485.0
113049,1050.0
113052,702.0
113056,3360.0
113057,14800.0
113058,6700.0
113064,1557.0
113069,2364.0
113073,600.0
113076,699.0
113081,2034.87873186542
113096,2346.0
113097,598.67
113108,169.605692285083
113113,10290.0
113116,9380.0
113118,9800.0
113122,3100.0
113132,2400.0
113140,4523.5
113141,13946.1878709303
113143,698.0
113144,100.0
113145,9922.52
113147,8796.676
113149,1960.0
113150,5559.0
113154,2266.41295737709
113158,4984.0
113172,490.29
113173,3640.0
113174,1516.662
113182,11798.5
113186,2870.0
113193,11189.0
113201,1120.0
113203,6160.0
113208,3466.67
113212,11883.9106133257
113214,4417.6
113216,7040.0
113221,8625.97702491335
113224,1065.0
113226,3223.0
113227,1400.0
113232,4322.0
113233,7400.0
113235,6300.0
113238,4450.0
113246,698.0
113251,2000.0
113254,5825.0
113255,1251.6
113259,5233.0118636898
113266,1575.0
113267,3834.0
113268,10677.9842501976
113282,1703.0
113284,718.0
113286,7696.0
113291,2735.0
113294,3722.26949982782
113295,971.0
113302,2189.662
113307,960.0
113314,3623.2
113321,5460.0
113326,1540.0
113334,840.0
113344,674.0
113345,1029.0
113351,2946.027251338
113354,2940.0
113363,4700.0
113370,3965.0
113373,0.0
113378,1045.0
113379,4600.0
113386,2600.0
113387,4715.2
113390,1445.0
113391,4050.0
113392,698.0
113398,6940.0
113403,3780.0
113405,4833.33
113406,9966.67
113412,1838.94257166757
113418,2686.67
113419,1055.48
113420,611.0
113426,5300.0
113427,600.0
113430,4608.7782464
113435,1840.0
113438,25650.0
113445,2140.0
113446,4195.0
113450,2900.0
113455,2698.0
113459,5242.29268337873
113461,430.0
113463,4918.0
113472,820.0
113474,2796.0
113475,0.0
113479,10000.0
113484,910.0
113489,4634.52999769202
113490,3265.17
113493,1374.0
113499,23000.0
113501,800.0
113505,6300.0
113507,2617.62243184015
113510,1365.0
113515,8260.0
113519,2617.0
113525,936.0
113526,2100.0
113527,1400.0
113552,5272.96418655528
113560,7200.0
113563,4092.19646849057
113570,993.75
113571,0.0
113572,795.0
113577,5597.0
113579,3207.22391871533
113581,2940.0
113583,331.05524565
113593,1595.0
113595,1188.0
113596,990.843560787209
113598,8120.0
113609,3575.0
113612,6440.0
113619,5320.0
113625,10833.33
113635,2123.338
113636,1491.0
113638,962.6
113641,2008.0
113642,2866.67
113643,1973.0
113644,8365.98732045109
113646,0.0
113650,1819.14366465621
113651,998.0
113659,2448.0
113661,2253.33
113667,2090.0
113669,2500.0
113673,1181.33
113680,7500.0
113691,1021.0
113699,6230.0
113704,3509.0
113705,1600.0
113706,1091.0
113708,12587.500065508
113709,10820.33
113710,6300.0
113718,670.0
113724,20000.0
113728,1500.0
113732,0.0
113738,12643.33
113741,4940.0
113747,1400.0
113763,10080.0
113766,2380.0
113780,5047.0
113783,1768.0
113784,1585.0
113789,5940.0
113792,2300.17
113794,650.0
113800,1800.0
113801,380.0
113802,2340.0
113804,891.0
113805,0.0
113808,2080.0
113811,1800.0
113814,2470.0
113820,5040.0
113824,2844.338
113825,4340.0
113828,6560.1645681675
113831,4445.0
113833,2400.0
113837,901.290198604933
113840,0.0
113841,4200.0
113846,3500.0
113856,700.0
113879,2977.338
113881,5443.4
113882,1758.0
113888,1540.0
113893,1960.0
113894,1300.0
113896,8389.0
113904,5200.0
113906,2757.96
113911,1600.0
113912,4127.15333858362
113918,1680.0
113919,1892.0
113920,3794.0
113921,1198.0
113927,2433.33
113930,2454.0
113935,10330.7713655752
