hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist,inchhavg_r
101063,0,1,3,9,27,88,98,121,0,1,2,10,18,18,18,19,0.47,SS,0.3,1300.0
101078,3,7,11,33,41,43,60,103,0,1,4,11,13,13,15,21,0.16,CO,0.44,2480.83584579567
101081,0,1,4,35,86,282,312,429,0,0,3,25,58,191,201,221,0.41,SG,0.62,766.477502732779
101083,1,3,12,41,123,153,160,219,0,3,17,29,98,122,125,131,0.25,CS,0.43,2240.0
101088,0,0,2,9,64,231,319,366,0,0,0,15,35,63,68,81,0.52,SS,1.62,430.197710306106
101090,0,0,0,3,32,40,47,259,0,0,1,9,45,50,57,57,1.02,SS,0.95,1951.4007182006
101094,0,1,11,36,257,823,1230,1992,0,0,9,38,192,572,917,1608,0.5,SM,0.51,3578.17
101095,3,6,21,50,105,281,566,1611,2,4,6,18,58,147,196,196,0.13,CS,0.11,1680.0
101104,0,0,0,3,5,29,58,222,0,0,2,7,7,23,24,44,1.36,CS,0.94,2503.2
101105,0,0,1,1,6,14,46,335,0,0,0,0,1,1,5,18,0.98,CS,2.41,1600.0
101109,0,0,0,4,10,102,220,476,0,0,0,2,6,84,128,148,1.05,CO,1.65,6966.97293732027
101112,1,5,19,41,64,89,124,290,0,0,4,13,37,44,52,53,0.2,CS,0.69,1562.162
101113,0,0,0,3,26,49,108,250,0,0,0,0,8,9,17,53,1.04,CS,2.39,2800.0
101115,0,0,3,15,20,92,275,678,0,0,3,12,12,24,43,53,0.53,SS,0.58,250.638512029
101125,0,0,1,7,63,239,326,361,0,0,1,14,50,68,75,81,0.79,CO,0.89,2089.67342649297
101129,2,2,7,18,85,96,99,108,5,8,9,17,71,89,89,90,0.13,CS,0.07,1680.0
101130,0,0,0,0,1,13,91,993,0,0,0,0,1,7,44,352,4.36,CS,4.4,3500.0
101134,6,23,58,135,602,1669,2573,4518,2,4,12,53,254,538,823,1047,0.11,SG,0.12,2000.0
101137,0,0,5,29,91,96,99,108,1,2,3,25,88,89,89,90,0.65,CS,0.05,1540.0
101141,1,1,3,20,99,154,160,227,0,0,0,6,78,123,124,131,0.08,CS,1.7,2639.0
101148,0,0,2,5,30,63,80,284,0,0,0,0,17,27,29,31,0.79,CS,2.38,1502.9
101151,0,4,8,20,117,231,551,1596,0,1,8,22,66,95,196,196,0.26,CS,0.33,1805.0
101152,2,15,24,69,240,480,597,914,0,5,6,41,162,360,488,589,0.14,CS,0.33,0.0
101154,0,0,10,28,84,167,293,1723,0,0,7,22,67,125,228,352,0.58,CS,0.57,5500.0
101175,0,2,6,34,62,90,123,275,0,4,7,12,34,44,51,53,0.31,CS,0.31,3778.0
101176,7,16,79,163,664,3522,6060,14726,0,1,3,19,58,131,156,195,0.0,SG,0.29,2371.662
101180,1,1,3,20,99,154,160,227,0,0,0,6,78,123,124,131,0.06,CS,1.72,3943.338
101187,0,8,17,36,84,162,280,1745,0,7,19,25,67,125,218,352,0.32,SG,0.32,3055.3094959363
101193,2,6,16,80,476,960,1172,1806,2,2,4,29,120,397,531,573,0.19,CS,0.13,698.0
101195,0,0,1,17,35,56,78,264,0,0,0,6,14,29,29,31,0.98,CO,1.55,878.0
101196,0,1,6,21,137,464,971,1810,0,0,1,7,41,105,187,196,0.44,BB,0.99,2800.0
101203,6,10,22,67,295,791,1410,2952,2,4,11,33,138,282,465,869,0.02,CS,0.15,3412.262
101204,0,0,1,4,13,91,259,1161,0,0,0,0,4,53,88,110,0.67,MG,2.03,5450.0
101210,0,1,7,14,15,19,44,207,0,1,2,10,10,10,10,22,0.28,CS,0.36,1822.0
101218,1,3,12,45,92,96,99,109,0,0,3,26,89,89,89,90,0.24,CS,0.76,2620.0
101219,1,4,12,41,200,589,1055,2174,0,4,10,18,172,502,838,1472,0.24,BB,0.26,112.0
101223,0,0,0,6,68,84,91,119,0,0,0,6,63,74,74,76,1.42,CO,1.5,769.503458251709
101227,1,6,19,45,98,181,256,1158,0,1,3,11,54,112,125,130,0.11,CS,0.38,7586.67
101228,0,0,0,0,12,23,35,247,0,0,0,0,6,10,13,30,2.59,CS,3.57,2516.662
101236,0,0,1,7,61,232,326,361,0,0,1,15,50,68,75,81,0.87,CO,0.99,5339.0
101242,1,3,22,57,326,1050,1967,6843,0,0,19,45,253,671,831,1057,0.13,CS,0.5,1820.0
101244,0,0,0,0,1,21,29,182,0,0,0,0,0,12,13,78,4.92,CO,6.03,6546.324
101253,0,9,25,67,464,1725,3238,4442,0,1,8,19,122,243,386,548,0.27,CO,0.32,4000.0
101254,1,3,9,31,86,271,558,2830,0,1,4,16,76,87,168,640,0.16,SG,0.5,1988.0
101261,0,3,7,13,134,404,645,858,2,4,12,25,135,320,457,553,0.26,CO,0.23,1980.04848555319
101267,1,2,8,21,194,674,850,1084,0,2,9,14,100,241,333,355,0.16,MG,0.45,1960.0
101268,0,1,1,1,13,49,130,679,0,0,0,0,3,26,33,51,0.44,CS,2.69,9839.99999999999
101269,1,7,16,55,248,628,1095,2077,0,3,9,34,182,561,947,1637,0.22,CS,0.36,1931.02888320014
101271,2,4,5,10,12,97,208,974,3,3,3,5,5,74,111,130,0.1,CS,0.05,430.0
101291,2,10,34,87,165,304,1112,2301,0,5,16,31,81,84,132,299,0.22,CS,0.35,6020.0
101292,11,48,196,490,2628,9152,11968,14980,1,3,11,72,269,411,428,428,0.1,CS,0.2,4000.0
101301,0,1,6,26,93,273,575,2932,0,1,3,14,76,92,181,666,0.45,SG,0.46,9800.0
101306,0,0,1,3,37,75,111,392,0,0,0,2,21,49,63,208,0.91,CO,1.07,1700.0
101308,0,2,6,18,152,251,305,379,0,0,4,12,101,166,203,221,0.28,CS,0.63,3706.0
101310,12,37,129,304,1852,8522,12968,15036,2,8,21,48,129,178,180,180,0.08,MG,0.05,7140.0
101316,1,3,5,18,77,291,486,3902,0,1,4,22,49,163,292,552,0.21,CS,0.45,11900.0
101321,0,1,4,39,85,281,312,429,0,1,3,27,59,191,201,221,0.41,CS,0.41,3360.0
101322,0,0,1,9,17,19,35,217,0,0,0,3,10,10,11,32,0.95,CS,1.12,1219.0
101323,5,6,14,56,553,1723,3496,6852,0,0,0,28,249,287,454,1371,0.07,CS,1.32,5970.0
101326,0,1,6,22,38,42,48,319,0,0,1,27,49,52,57,57,0.29,SS,0.93,5100.0
101333,9,22,47,100,164,309,1148,2301,4,7,16,32,79,84,118,299,0.11,SS,0.15,1539.0
101339,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44,718.0
101341,0,6,16,24,53,102,281,908,0,1,5,12,32,33,51,63,0.32,CO,0.48,2240.0
101343,0,0,3,15,147,577,968,1618,0,0,2,15,94,288,411,573,0.64,CO,0.73,11000.0
101346,0,1,7,15,85,645,1650,4239,0,0,2,10,78,254,429,552,0.43,CO,0.88,10000.0
101347,1,1,1,5,74,234,412,694,0,0,0,0,1,1,2,3,0.17,CS,3.06,718.0
101351,1,1,2,10,72,243,322,366,0,0,0,11,40,63,68,81,0.12,CS,1.58,3249.83
101354,5,14,17,66,273,543,651,1330,5,7,13,43,175,450,545,640,0.09,CO,0.16,1309.43816572428
101359,0,0,1,6,22,30,63,246,0,0,0,0,0,1,10,34,0.84,MG,9.94,3013.0
101362,0,2,4,5,5,12,17,304,0,2,7,7,7,11,14,21,0.38,CO,0.34,1466.0
101369,4,7,12,33,41,43,60,103,0,1,4,12,13,13,15,21,0.15,CO,0.38,1052.562
101371,0,1,3,36,157,593,1031,1790,0,0,2,20,85,182,196,196,0.47,LG,0.73,8610.67
101372,1,2,6,33,62,90,123,275,2,4,7,12,33,44,51,53,0.23,CS,0.23,6707.0
101373,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2,2100.0
101374,0,1,4,38,82,281,313,429,0,1,3,27,55,191,201,221,0.44,CS,0.43,3150.0
101375,0,0,0,0,0,19,24,100,0,0,0,0,0,11,11,21,7.66,CS,8.56,3900.0
101379,0,6,8,21,29,78,278,588,0,4,4,13,20,24,33,69,0.27,CO,0.29,1083.33
101385,0,1,6,20,55,194,465,742,0,0,3,20,23,60,68,80,0.36,CO,0.77,5833.0
101386,3,21,41,92,165,309,1131,2299,4,7,16,31,80,84,118,299,0.12,SS,0.18,9760.0
101389,0,0,1,6,11,45,115,653,0,0,0,2,3,26,33,52,0.57,CS,1.23,5210.662
101396,0,2,5,18,152,248,305,378,0,0,1,12,101,165,204,221,0.27,CS,0.68,2197.0
101399,0,0,0,13,81,284,805,2188,0,0,0,15,56,165,207,215,1.14,CO,1.1,6991.7
101400,0,1,2,4,22,79,202,423,0,0,0,1,3,49,142,212,0.3,SS,1.48,2705.0
101405,0,0,5,9,18,154,295,359,0,0,2,14,35,60,68,76,0.6,CS,0.99,1600.0
101411,0,1,9,34,178,663,896,2052,0,1,13,35,69,102,144,215,0.41,SS,0.4,4940.0
101417,0,0,0,3,22,154,415,851,0,0,0,3,21,76,248,518,1.38,CS,1.48,5435.18774343889
101419,0,1,3,5,10,37,97,607,0,1,2,3,3,20,36,53,0.5,CS,0.41,1960.0
101426,0,1,1,2,37,76,109,392,0,0,0,1,11,46,61,208,0.48,CO,1.84,2480.0
101431,1,4,25,45,138,648,1209,2132,0,1,10,20,69,441,851,1725,0.24,SS,0.25,3000.0
101442,1,4,10,31,183,637,1184,2476,1,4,13,26,219,562,1012,1478,0.24,CS,0.18,3060.0
101449,3,11,34,116,796,2010,2933,4643,4,15,39,89,326,663,880,1047,0.03,CO,0.03,1600.0
101450,4,6,8,23,247,418,684,4180,6,8,8,11,42,90,137,185,0.15,SE,0.15,6200.0
101451,0,0,0,0,8,60,95,412,0,0,0,0,0,21,50,206,2.48,FV,5.45,87.9222111221032
101456,2,6,12,33,41,43,60,103,0,1,2,13,13,13,15,21,0.06,CS,0.26,2520.0
101459,0,1,1,2,3,12,21,135,0,0,0,0,0,0,0,30,0.43,CS,15.53,3080.0
101460,1,1,7,18,68,87,93,150,0,0,2,18,69,74,74,77,0.13,CS,0.77,1250.0
101469,1,4,4,4,47,200,776,4419,1,6,6,6,32,79,162,199,0.23,CO,0.25,25650.0
101478,0,0,3,20,71,96,125,310,0,0,0,22,44,48,50,53,0.57,CS,1.09,2071.0
101481,0,2,15,77,374,1110,2069,6986,0,1,13,52,303,662,831,1057,0.44,CS,0.36,2600.0
101492,0,0,3,13,33,103,122,329,0,0,2,6,32,50,50,53,0.76,SM,0.82,8231.58184734989
101494,0,0,0,0,26,157,445,4476,0,0,0,2,24,65,134,199,2.04,SM,1.81,12188.0
101498,0,3,6,12,15,17,46,214,0,6,8,10,10,10,10,22,0.28,SS,0.27,600.0
101499,1,3,13,32,133,442,989,2811,0,1,5,19,115,204,356,869,0.17,CS,0.39,1718.78335848703
101500,0,2,10,17,71,189,217,518,0,0,7,24,55,118,123,137,0.43,SM,0.61,5002.0
101501,0,2,9,21,32,33,35,39,1,4,15,19,19,19,19,19,0.34,CO,0.21,2620.0
101502,0,0,0,6,29,59,83,244,0,0,0,2,14,29,29,31,1.56,CS,1.28,805.0
101503,0,2,12,44,133,641,1195,2127,0,1,4,19,70,438,844,1725,0.41,CO,0.46,2426.662
101519,0,0,0,0,17,23,40,242,0,0,0,0,10,10,13,30,2.49,SG,3.04,2280.0
101521,0,0,0,0,0,10,13,55,0,0,0,0,0,2,2,3,8.57,SS,9.39,1517.0
101523,0,2,9,25,136,459,957,1816,0,0,0,2,37,103,177,196,0.28,CO,1.42,2310.0
101524,0,0,0,4,9,29,49,269,0,0,0,0,1,8,17,32,1.04,CS,4.93,1480.0
101525,0,0,2,11,30,210,759,2571,0,0,4,15,51,222,507,736,0.6,CO,0.57,5600.0
101530,0,9,16,66,265,544,651,1333,2,6,12,43,170,451,546,640,0.26,SM,0.24,3780.0
101531,8,8,11,13,13,16,26,37,5,5,5,5,5,5,5,5,0.05,CO,0.05,1068.0
101537,2,11,23,71,235,478,598,914,0,2,6,37,156,353,483,589,0.14,CS,0.38,4620.0
101541,2,5,16,47,237,820,1579,6084,1,3,16,61,226,754,856,1057,0.09,CS,0.14,2020.0
101542,0,0,0,0,8,23,176,1027,0,0,0,0,3,9,121,355,3.86,CO,3.94,6160.0
101543,0,0,2,17,100,154,163,228,0,0,0,18,85,123,126,131,0.5,CS,1.43,1700.0
101552,1,2,9,26,82,205,295,1266,0,1,6,23,58,123,127,130,0.22,CO,0.38,600.0
101557,0,0,3,31,146,553,1015,1753,0,0,2,32,80,173,195,196,0.85,CS,0.73,3954.92273295344
101559,0,0,1,18,109,287,598,3116,0,1,1,14,63,97,187,711,0.99,SG,0.42,6661.65051988016
101560,0,0,20,69,289,964,2396,7526,0,0,12,32,183,188,276,1350,0.5,CS,0.68,6020.0
101570,0,0,0,0,15,130,159,221,0,0,0,0,8,90,123,131,2.79,CS,3.39,8013.0
101574,0,0,3,10,10,12,26,186,0,0,3,5,5,5,5,32,0.79,CS,0.78,686.0
101575,0,0,0,5,5,17,92,684,0,0,0,3,3,9,73,80,1.01,CO,1.41,5411.43367476686
101576,1,8,21,70,142,2563,7032,14468,0,0,5,7,33,208,428,428,0.18,CS,0.53,1516.67
101580,0,0,2,3,39,67,100,1314,0,0,1,1,39,60,69,288,0.93,CO,0.8,2287.42957901897
101581,1,5,10,28,85,91,96,158,0,0,4,9,45,56,56,56,0.18,CS,0.61,863.755690780416
101585,8,23,82,187,340,1077,2615,6548,5,17,25,38,159,287,298,1244,0.02,SG,0.17,5800.0
101586,0,0,5,29,216,674,795,948,0,0,3,22,152,377,434,439,0.58,CO,0.84,1668.338
101590,2,7,18,59,247,633,1088,2076,3,3,8,31,191,567,941,1636,0.14,CS,0.06,3400.0
101591,0,0,0,4,28,162,485,4446,0,0,0,6,25,67,146,199,1.59,SM,1.35,18258.0
101598,7,29,93,359,1091,2947,4352,6944,1,13,32,90,428,675,999,1575,0.19,CS,0.2,3958.16366368805
101599,0,0,0,0,0,27,145,810,0,0,0,0,0,2,12,74,5.51,SM,9.46,1396.0
101601,10,37,192,477,2616,9116,11956,14980,2,3,11,76,269,412,428,428,0.12,CS,0.17,3918.92570914923
101602,5,5,7,16,28,72,265,587,3,3,4,7,20,24,30,69,0.17,CO,0.19,3948.99
101603,0,0,0,1,19,120,388,4336,0,0,0,0,20,66,135,199,1.08,CS,2.98,25650.0
101608,2,7,23,48,148,547,807,1935,1,3,9,31,143,522,745,1472,0.21,CS,0.16,3669.97342891657
101609,0,2,11,27,91,96,99,108,0,0,16,31,88,89,89,90,0.49,CS,0.5,1180.0
101611,1,11,49,171,932,2278,3203,4948,0,0,12,52,279,789,948,1088,0.13,SG,0.53,949.014916785859
101618,0,0,6,24,124,413,735,975,0,0,3,16,104,313,418,439,0.89,CO,0.9,7840.0
101624,3,8,20,66,270,614,687,1389,2,6,18,47,229,526,578,637,0.03,CS,0.07,3620.0
101625,0,0,0,0,6,7,15,51,0,0,0,0,0,1,1,2,3.32,CS,5.17,2572.0
101626,0,0,6,32,212,566,773,1022,0,0,5,18,108,312,401,439,0.6,MG,0.6,1416.0
101630,4,9,26,91,507,786,903,1067,3,6,8,16,147,279,320,345,0.19,CS,0.1,9000.00000000001
101631,4,7,13,49,549,1698,3462,6843,0,0,0,25,245,287,452,1371,0.06,CS,1.21,826.400906408744
101636,0,0,2,20,74,97,126,307,0,0,0,21,44,45,50,53,0.82,CS,1.33,910.0
101637,0,1,8,22,161,739,2156,4526,0,4,12,30,71,134,162,196,0.36,SS,0.32,3943.338
101638,1,1,1,3,51,80,199,424,0,0,0,0,28,50,147,212,0.24,CS,2.53,699.0
101640,0,1,8,21,38,42,48,330,0,0,5,23,49,52,57,57,0.46,SS,0.92,2720.0
101643,2,2,7,17,85,96,99,108,5,8,9,17,71,89,89,90,0.15,CS,0.06,1100.0
101652,0,0,16,49,173,265,312,385,0,0,7,38,105,176,209,221,0.52,BB,0.68,3921.91
101656,0,1,3,18,161,283,311,438,0,0,0,8,105,186,210,221,0.36,CS,1.64,4690.0
101661,1,5,10,17,55,153,216,407,2,5,7,8,44,121,155,212,0.19,SG,0.11,3150.0
101663,2,6,18,58,143,180,220,497,0,0,5,24,87,113,122,135,0.15,SS,0.69,4099.0
101664,0,0,0,0,0,11,23,288,0,0,0,0,0,13,14,19,5.08,SS,5.08,5822.0
101668,1,1,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0.2,CO,30.38,1150.0
101669,0,1,10,29,84,167,290,1727,0,2,13,23,67,125,227,352,0.48,CS,0.48,6081.0
101670,0,1,3,3,3,6,23,85,0,0,1,2,2,2,14,19,0.39,CO,0.95,5380.0
101678,0,0,4,24,162,283,315,428,0,0,5,17,101,186,215,221,0.89,MG,0.91,2761.2
101680,2,2,7,17,85,96,99,108,5,8,9,17,71,89,89,90,0.14,CS,0.07,3900.0
101682,0,2,3,12,18,22,34,196,0,0,0,11,12,12,13,77,0.47,FV,1.15,872.982591132
101690,3,4,10,25,144,494,990,1819,0,0,0,2,38,103,186,196,0.12,CS,1.34,3496.0
101693,0,1,1,2,9,59,105,422,0,0,0,0,0,24,58,207,0.32,FV,5.12,0.0
101697,3,11,28,126,259,330,548,1517,0,5,6,24,88,128,163,288,0.1,CS,0.43,1400.0
101703,0,0,0,0,14,71,356,797,0,0,0,0,10,11,41,80,2.33,CO,4.66,5922.31700056
101705,2,2,7,22,118,153,160,216,0,0,18,25,97,122,125,131,0.2,CS,0.61,2422.0
101709,0,0,6,21,51,71,89,200,0,1,5,25,47,52,53,78,0.72,CS,0.47,3033.338
101712,0,1,7,22,30,33,35,36,0,0,5,19,19,19,19,19,0.42,LG,0.84,5024.88
101713,0,0,0,0,13,99,266,1179,0,0,0,0,7,35,69,110,2.01,SG,2.15,4589.0
101718,1,2,6,18,128,422,1081,1945,0,0,1,9,66,202,441,573,0.07,CS,0.85,2730.0
101719,3,13,29,45,66,90,125,280,0,2,7,17,38,45,52,53,0.06,BB,0.38,1759.338
101729,1,4,6,13,129,393,635,855,1,4,12,26,133,315,451,553,0.24,CO,0.21,1800.0
101730,2,3,12,20,21,25,41,510,0,0,1,10,12,12,12,51,0.16,MG,0.67,1415.484
101738,1,2,10,21,189,673,850,1084,0,2,9,14,99,240,333,355,0.21,MG,0.4,3640.11675985298
101739,0,0,0,0,0,6,12,91,0,0,0,0,0,2,4,19,5.08,SM,9.47,1087.67
101744,0,0,0,0,1,13,24,109,0,0,0,0,0,2,3,37,4.47,CS,9.62,724.353578050814
101749,0,1,10,18,59,153,213,406,0,0,7,12,51,123,155,212,0.5,SG,0.53,2606.8
101750,1,10,30,60,139,184,221,498,0,0,6,22,90,115,122,135,0.02,CS,0.53,5666.67
101752,0,1,6,14,55,218,321,366,0,7,14,24,39,63,68,81,0.38,SS,0.4,4129.0
101756,0,1,18,64,289,968,2415,7527,0,0,11,31,183,188,276,1353,0.46,CS,0.62,11636.2690869678
101757,0,0,0,0,5,19,103,730,0,0,0,0,3,20,74,80,2.85,CO,3.22,2145.0
101758,3,6,19,48,227,804,1605,6123,3,8,18,56,223,736,855,1057,0.08,CS,0.05,2096.0
101759,1,4,9,26,120,153,160,216,0,0,18,28,98,122,125,131,0.09,CO,0.5,2600.0
101761,0,2,12,40,80,91,101,164,0,7,12,19,44,56,56,56,0.34,CS,0.35,1687.0
101763,3,12,36,134,259,329,545,1516,0,5,8,26,88,128,163,288,0.13,SG,0.34,8000.0
101771,2,7,14,69,367,1092,2034,6963,0,5,14,50,298,678,831,1057,0.04,CS,0.42,936.975293432454
101776,0,1,5,6,54,114,302,1201,0,0,1,1,14,15,24,99,0.47,CO,0.93,2660.0
101777,0,0,0,0,8,11,16,161,0,0,0,0,5,9,14,19,2.4,CS,2.8,13383.33
101784,0,0,9,18,71,188,218,519,0,0,6,24,55,117,130,137,0.59,SS,0.69,2158.338
101785,0,0,0,0,13,26,46,184,0,0,0,0,12,13,25,77,3.75,CS,4.04,2848.0
101790,0,0,10,28,84,167,293,1724,0,0,7,22,67,125,228,352,0.58,CS,0.57,5151.0
101794,5,11,40,107,396,977,2127,5784,0,5,13,53,240,473,906,1366,0.09,BB,0.43,2256.0
101795,1,1,5,16,99,544,1162,2962,1,1,3,8,56,124,379,869,0.18,CS,0.18,1600.536212768
101797,0,3,15,37,84,162,280,1758,0,1,19,25,67,124,218,352,0.44,CS,0.42,5040.57099589548
101803,1,3,15,69,140,2744,7041,14471,0,2,3,7,33,210,428,428,0.06,CS,0.4,3390.0
101812,0,0,0,0,6,7,46,112,0,0,0,0,3,3,20,31,4.14,CS,4.3,5300.0
101815,0,0,0,0,2,12,47,311,0,0,0,0,0,3,13,32,3.28,MG,5.1,6711.95782046137
101824,0,0,1,5,22,40,60,570,0,1,1,1,28,29,40,92,0.83,CO,0.46,362.132726666219
101825,2,8,22,64,434,1670,3214,4465,0,2,9,24,112,245,402,548,0.21,BB,0.3,1292.39268150577
101828,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.18,CS,0.07,2100.0
101829,1,7,16,56,249,629,1095,2077,0,3,9,34,182,561,948,1637,0.24,CS,0.37,768.0
101831,0,0,0,0,3,7,18,73,0,0,0,0,2,2,7,19,2.72,CO,2.95,3782.73120468229
101833,0,0,0,0,0,33,188,373,0,0,0,0,0,6,6,96,7.26,CO,7.47,10163.0
101840,0,0,2,5,40,78,200,421,0,0,0,1,17,49,142,212,0.64,SS,1.95,1500.0
101844,1,1,6,18,55,157,215,407,0,2,7,10,44,123,155,212,0.2,SG,0.25,2747.12058820819
101845,0,0,1,5,25,40,60,566,0,0,1,1,29,29,40,93,0.69,CO,0.52,2736.0
101856,2,9,39,100,168,312,1154,2306,0,1,18,36,82,84,132,300,0.06,CS,0.45,1533.32556720264
101857,6,14,60,155,259,326,540,1512,4,5,11,28,89,127,165,288,0.1,CS,0.09,4014.1310379825
101859,0,0,0,0,5,18,97,706,0,0,0,0,3,14,66,80,2.79,CO,3.17,1500.0
101862,0,0,3,33,179,872,2314,4565,0,0,1,31,61,134,161,196,0.54,CS,0.54,8262.95687593277
101870,6,29,93,357,1094,2948,4355,6944,1,13,32,90,428,675,999,1575,0.2,CS,0.21,3513.27099434857
101874,0,0,0,0,1,40,52,158,0,0,0,0,0,23,28,37,4.1,MG,5.34,4385.33
101880,0,0,15,59,275,957,2429,7510,0,0,9,30,178,186,275,1332,0.61,BB,0.63,2456.14263678229
101881,1,9,29,58,139,184,221,498,0,0,6,22,91,115,122,135,0.02,CS,0.54,1219.0
101888,1,1,1,4,16,22,45,279,0,0,0,0,7,8,11,42,0.07,CS,3.95,1403.0
101889,1,5,19,48,104,181,258,1161,0,1,3,10,58,112,125,130,0.17,CS,0.27,5676.67
101890,0,0,0,0,9,30,68,240,0,0,0,0,0,2,6,34,3.51,MG,9.51,3640.0
101895,0,0,0,0,22,95,209,787,0,0,0,0,6,9,22,52,2.31,DR,2.68,1222.0
101896,0,1,20,56,316,1081,2019,6891,1,1,18,45,249,644,831,1057,0.35,CS,0.13,1600.0
101906,1,6,13,63,540,1648,3463,6844,0,0,0,28,255,287,436,1368,0.2,MG,1.11,2211.39941747064
101908,0,2,4,17,158,584,983,1624,0,1,2,15,91,289,426,573,0.35,CO,0.44,4451.0
101918,0,0,1,5,22,40,60,572,0,0,1,1,29,29,40,95,0.72,CO,0.58,1477.0
101919,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.17,CS,0.06,1050.0
101923,4,15,44,113,401,968,2117,5773,0,2,15,53,243,471,900,1363,0.14,BB,0.46,854.0
101924,2,5,9,36,142,192,221,493,0,2,9,27,92,118,122,137,0.23,CS,0.4,0.0
101931,2,16,38,92,168,305,1136,2303,0,7,17,31,82,84,125,299,0.1,CS,0.39,2468.2
101932,0,0,0,4,14,19,28,195,0,0,0,0,12,13,13,78,1.66,FV,2.07,2240.0
101933,0,2,5,17,75,289,487,3897,0,0,4,18,49,154,294,552,0.27,CS,0.58,5400.0
101934,0,1,4,17,72,256,610,2315,0,4,13,28,69,194,406,1464,0.26,SS,0.27,2740.60687611216
101935,0,0,0,0,1,21,27,175,0,0,0,0,0,11,13,78,4.37,SG,7.9,3395.16
101941,0,1,2,14,39,45,48,52,0,0,0,2,21,22,22,22,0.3,CS,1.44,2599.992
101945,0,9,26,70,473,1733,3243,4442,0,1,8,19,120,243,384,548,0.33,CO,0.38,3200.0
101953,0,0,0,3,15,17,48,212,0,0,0,1,10,10,10,24,1.31,CO,1.95,4592.462
101955,0,0,3,3,31,184,677,1498,0,0,2,2,18,51,114,130,0.72,CS,0.77,8400.0
101972,0,4,13,32,84,167,287,1732,0,3,18,22,67,125,227,352,0.39,CS,0.41,2000.0
101973,2,7,25,47,66,90,127,282,0,2,4,19,39,45,52,53,0.14,CO,0.31,3407.0
101982,1,4,7,11,11,12,16,63,0,0,2,5,5,5,5,19,0.14,CS,0.82,944.0
101983,6,23,80,189,338,1076,2611,6544,3,17,24,39,159,287,298,1242,0.03,SG,0.2,854.0
101986,0,0,2,7,122,438,893,1756,0,0,0,2,77,195,196,196,0.79,CS,1.38,3700.0
101987,0,0,0,1,17,43,187,429,0,0,0,0,11,24,108,148,1.72,CS,2.27,1913.0
101989,0,0,14,23,55,113,293,921,0,0,5,12,33,33,51,63,0.64,CS,0.58,1108.0
101995,0,0,0,0,8,12,45,378,0,0,0,0,3,3,10,30,3.14,CO,3.18,8680.0
102001,2,4,12,27,31,34,48,147,1,2,7,15,17,17,23,31,0.17,CO,0.2,541.230043587145
102008,0,0,4,8,39,127,419,1234,0,0,1,7,14,18,20,96,0.81,SM,0.93,6934.60583872383
102010,1,5,41,112,462,730,917,1048,0,1,13,21,98,244,325,345,0.12,CS,0.5,3640.0
102023,0,5,8,30,137,194,221,493,0,2,8,30,91,119,122,137,0.34,CO,0.3,1960.0
102024,0,0,0,0,6,16,86,408,0,0,0,0,0,0,3,49,4.01,CS,11.18,0.0
102025,0,1,12,56,213,641,1029,2425,0,0,15,35,155,429,672,736,0.4,CO,0.64,2968.34
102027,0,0,0,7,44,56,78,278,0,0,0,4,24,29,29,32,1.13,CS,1.91,2546.0
102038,0,4,12,21,115,231,565,1587,0,4,18,22,68,98,196,196,0.26,CS,0.27,2800.0
102045,1,1,1,1,6,33,85,117,0,0,0,0,2,38,75,76,0.13,LG,3.7,1000.0
102047,0,0,3,9,34,54,106,236,0,0,0,6,8,9,15,47,0.52,CS,1.42,1470.0
102050,0,0,1,1,6,63,139,375,0,0,0,0,2,20,40,77,0.66,CS,4.42,1386.0
102054,0,5,8,23,249,420,686,4180,0,7,8,11,42,92,137,185,0.25,SE,0.25,4322.0
102055,4,5,11,36,183,492,736,976,4,8,10,16,83,241,359,439,0.02,SM,0.16,795.0
102056,9,26,86,191,341,1086,2646,6561,8,18,25,40,162,287,298,1251,0.09,SM,0.1,3370.5291126041
102059,0,0,0,0,0,20,26,169,0,0,0,0,0,11,12,78,5.46,SG,8.99,8493.324
102062,0,0,0,0,9,12,45,357,0,0,0,0,3,3,9,30,3.19,CO,3.32,4060.0
102063,0,0,3,8,8,8,13,47,0,0,1,8,8,8,8,9,0.96,SS,0.96,2253.33
102064,18,54,103,469,3621,10010,12402,15075,0,10,15,77,221,394,428,428,0.01,SG,0.26,1400.0
102078,0,1,4,10,57,224,321,366,0,0,10,22,39,63,68,81,0.49,SS,0.63,1540.0
102080,0,1,1,4,22,35,206,943,0,0,2,8,21,42,186,622,0.38,CS,0.96,2720.0
102086,0,6,11,20,52,74,89,199,0,3,12,23,48,52,53,78,0.38,SS,0.29,2665.0
