hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist
105995,6,16,39,101,163,446,1299,2299,1,3,7,27,72,84,117,293,0.1,CS,0.17
106001,0,0,0,1,10,10,48,188,0,0,0,0,0,0,14,41,1.93,CO,11.68
106005,1,1,1,1,9,33,68,625,0,0,0,0,1,1,2,78,0.16,CS,4.52
106010,1,1,1,2,9,14,39,181,0,0,0,0,0,0,13,32,0.12,LG,11.31
106032,0,3,5,18,151,247,305,377,0,0,1,12,101,163,204,221,0.3,CS,0.74
106033,0,0,1,1,9,56,98,419,0,0,0,0,0,19,53,206,0.77,FV,5.48
106035,1,1,8,14,139,407,649,858,2,4,12,28,133,322,460,553,0.15,CO,0.12
106039,2,9,16,65,264,544,651,1333,3,5,12,48,169,448,545,640,0.2,SM,0.2
106041,1,6,13,56,235,661,1079,2501,1,4,9,34,132,393,641,736,0.25,CS,0.23
106043,3,6,13,64,541,1647,3450,6839,0,0,0,28,253,287,436,1368,0.22,CS,1.08
106045,0,1,1,4,22,35,206,943,0,0,2,8,21,42,186,622,0.38,CS,0.96
106046,3,5,10,18,25,60,131,733,0,3,5,9,14,37,70,110,0.06,CO,0.29
106049,1,1,3,3,3,6,25,89,0,0,2,2,2,2,15,19,0.19,CO,0.78
106052,3,6,10,18,86,205,435,1829,7,10,13,26,130,268,528,1057,0.19,CO,0.17
106055,0,0,1,3,23,77,121,328,0,1,1,1,10,40,50,53,0.79,CS,0.46
106066,0,2,10,31,92,96,99,108,0,3,4,24,88,89,89,90,0.43,SS,0.27
106071,0,0,2,13,74,97,99,107,0,0,13,24,80,89,89,90,0.71,SS,0.54
106095,0,5,7,27,74,138,225,1744,0,3,6,23,62,104,151,316,0.39,CO,0.43
106097,9,24,83,189,340,1080,2620,6554,6,17,25,38,159,287,298,1246,0.05,SG,0.15
106098,4,5,11,14,15,17,45,218,5,8,10,10,10,10,10,22,0.08,SM,0.08
106101,3,3,8,30,192,579,1201,3001,0,1,4,11,68,252,624,1457,0.03,CS,0.39
106102,0,0,0,0,17,19,41,236,0,0,0,0,10,10,13,32,2.53,SG,2.76
106110,0,0,0,0,1,13,20,242,0,0,0,0,3,14,14,19,4.92,SS,4.89
106117,0,2,8,13,19,22,34,191,0,0,9,11,12,12,13,77,0.43,CS,0.67
106118,0,0,0,2,17,39,74,304,0,0,0,0,11,13,15,56,1.54,ME,2.62
106124,7,29,93,359,1091,2947,4352,6944,1,13,32,90,428,675,999,1575,0.19,CS,0.2
106135,0,0,0,0,1,35,49,175,0,0,0,0,0,23,26,37,2.59,MG,5.22
106136,2,6,13,60,542,1645,3432,6834,0,0,0,28,253,287,439,1369,0.14,CS,1.05
106138,0,0,3,6,18,131,282,716,0,0,3,8,12,31,45,53,0.65,CS,0.82
106140,0,0,0,7,65,265,324,383,0,0,0,15,31,71,75,95,1.03,DR,1.28
106145,0,1,7,26,30,36,72,439,0,0,0,9,9,9,9,39,0.35,SM,1.01
106147,0,0,0,2,33,165,217,405,0,0,0,0,26,123,150,212,1.17,CO,2.23
106150,0,1,1,8,14,98,270,1161,0,0,0,4,5,60,85,110,0.36,MG,1.16
106166,1,2,3,7,31,255,502,784,0,0,0,0,0,33,57,80,0.2,SS,7.16
106171,0,0,1,4,32,40,46,261,0,0,2,9,45,50,56,57,0.76,SS,0.93
106179,4,8,20,50,158,553,829,1941,2,7,9,33,158,531,752,1482,0.18,ME,0.16
106182,1,1,10,55,332,779,1303,5112,1,1,11,49,241,370,518,1167,0.16,CS,0.11
106184,0,0,0,0,12,16,49,288,0,0,0,0,3,3,3,52,2.19,CS,2.61
106186,0,3,14,42,206,597,807,992,0,0,1,13,168,380,437,439,0.3,BB,0.58
106189,0,3,13,26,190,609,1071,1773,9,12,20,27,81,151,195,196,0.28,CO,0.14
106194,2,8,25,47,66,90,127,281,0,2,5,20,38,45,52,53,0.18,CS,0.27
106197,0,1,1,1,1,18,91,178,0,0,0,0,0,13,48,56,0.44,CS,7.83
106201,0,0,0,0,0,1,21,179,0,0,0,0,0,0,2,16,7.31,CS,11.13
106202,16,51,116,275,1571,8245,12898,15078,11,11,25,55,141,179,180,180,0.06,CO,0.06
106207,0,3,6,42,314,1403,3105,4398,0,4,6,30,150,266,409,548,0.44,CS,0.3
106214,3,4,10,25,75,90,94,171,1,1,8,18,47,56,56,56,0.19,SG,0.23
106215,1,6,11,25,34,34,38,207,1,4,8,25,28,28,29,45,0.19,CS,0.15
106221,0,6,10,36,244,416,680,4158,0,8,8,10,38,87,137,185,0.27,SM,0.26
106228,1,4,8,12,12,12,13,19,1,5,9,12,15,15,15,15,0.2,BB,0.22
106250,0,2,14,28,133,438,981,2806,0,1,5,15,112,203,355,869,0.35,CO,0.27
106255,0,0,1,4,29,197,740,2567,0,0,2,9,50,212,503,736,0.85,SM,0.96
106256,0,0,0,0,5,6,8,129,0,0,0,0,2,2,2,22,2.94,CO,3.33
106263,0,2,3,13,67,274,327,378,0,5,11,19,35,68,75,95,0.48,BB,0.43
106265,0,0,5,32,212,565,773,1023,0,0,3,18,108,313,403,439,0.56,MG,0.56
106267,0,2,10,20,59,152,213,406,0,1,7,13,49,122,155,212,0.46,CO,0.47
106268,0,0,0,4,6,7,46,115,0,0,0,1,3,3,22,31,1.8,CS,1.95
106274,1,3,8,41,181,720,1144,1897,1,4,5,28,139,524,832,1492,0.24,SS,0.09
106276,0,0,1,8,9,13,52,177,0,0,0,0,0,0,15,32,0.98,CO,12.83
106278,1,1,3,10,73,248,440,694,0,0,0,0,1,1,2,3,0.17,SG,4.09
106280,0,0,1,1,2,26,32,186,0,0,0,0,0,13,16,77,0.78,CS,6.06
106281,0,1,9,31,91,96,99,108,1,3,4,27,88,89,89,90,0.49,SS,0.22
106292,0,0,0,0,26,40,47,253,0,0,0,1,34,50,57,57,2.24,SS,1.7
106293,3,5,7,10,15,61,333,497,2,7,7,8,10,12,34,64,0.08,SM,0.08
106294,0,3,12,46,239,738,1406,2692,1,7,43,74,216,588,1278,1478,0.42,CO,0.21
106300,0,1,8,25,172,578,1202,3020,3,3,5,12,56,270,661,1466,0.32,CS,0.18
106310,0,0,11,33,84,163,286,1761,0,0,10,23,67,125,224,352,0.51,SM,0.63
106311,1,6,15,41,140,428,827,1929,2,3,5,18,62,215,418,736,0.17,CS,0.16
106313,0,5,11,21,33,33,34,38,0,0,3,9,19,19,19,19,0.32,CS,0.67
106317,3,8,26,81,162,299,1062,2285,1,5,7,32,79,84,122,299,0.12,CS,0.2
106322,2,3,13,33,41,43,60,103,1,1,3,13,13,13,15,21,0.16,CS,0.13
106326,1,3,9,23,29,87,281,589,0,0,5,18,20,24,34,69,0.11,CS,0.55
106327,0,0,0,0,1,4,20,417,0,0,0,0,0,0,0,195,4.27,CS,18.96
106328,1,6,19,45,102,181,258,1161,0,1,3,10,56,112,125,130,0.1,CS,0.3
106331,0,0,0,12,59,176,235,506,0,0,0,15,47,113,131,138,1.02,SS,1.0
106335,0,0,0,0,1,20,27,185,0,0,0,0,0,11,13,78,3.74,SG,7.93
106336,0,0,0,8,76,153,290,1933,0,0,0,13,140,226,369,1057,1.06,SM,1.11
106344,0,2,9,47,226,661,997,2335,0,1,5,42,163,441,655,736,0.37,SM,0.49
106351,0,2,8,24,32,34,47,147,0,1,4,12,17,17,21,31,0.43,MG,0.38
106354,0,1,5,17,175,581,1814,4440,0,0,1,15,89,137,159,186,0.4,SM,0.55
106356,1,1,2,5,37,79,200,420,0,0,0,1,19,49,146,212,0.09,CO,1.4
106357,19,77,261,784,3795,9210,11782,14996,0,5,14,31,248,419,428,428,0.04,SG,0.29
106365,0,0,2,4,121,476,914,1777,0,0,0,3,73,190,196,196,0.55,CS,1.51
106367,1,8,21,70,142,2558,7027,14468,0,0,5,7,33,207,428,428,0.18,CS,0.54
106370,4,5,12,21,114,231,563,1586,1,4,18,22,68,97,196,196,0.16,CO,0.16
106377,0,1,4,39,85,281,312,429,0,1,3,27,59,191,201,221,0.41,CS,0.41
106382,1,2,4,15,55,219,321,366,3,9,13,25,41,63,68,81,0.15,SS,0.14
106384,0,0,1,3,4,16,58,232,0,0,0,0,0,5,14,26,0.54,CS,5.62
106388,1,5,16,63,296,790,1389,2942,0,0,4,27,141,258,446,869,0.14,CS,0.65
106390,0,0,0,3,26,58,83,242,0,0,0,2,14,29,29,31,1.77,CS,1.6
106396,1,1,1,1,1,26,92,177,0,0,0,0,0,14,49,56,0.15,CS,7.57
106398,0,1,1,1,2,14,48,279,0,0,0,0,0,3,3,49,0.45,SG,5.57
106400,0,1,6,23,168,745,2166,4526,1,4,11,30,71,134,162,196,0.26,SS,0.23
106404,0,0,0,0,9,22,22,66,0,0,0,0,8,10,10,10,2.15,CS,3.8
106407,12,32,96,360,1091,2938,4351,6942,1,12,33,91,428,675,998,1575,0.05,CS,0.05
106412,0,0,2,4,33,40,47,278,0,0,4,13,47,50,57,57,0.8,SS,0.51
106414,0,3,13,77,249,683,1086,2504,2,4,8,41,147,415,645,736,0.29,SS,0.16
106415,1,3,13,32,133,442,989,2811,0,1,5,19,115,204,356,869,0.17,CS,0.39
106417,0,3,7,13,134,404,645,858,2,4,12,25,135,320,457,553,0.26,CO,0.23
106418,6,12,43,107,397,969,2116,5775,0,6,15,53,240,473,902,1358,0.16,CS,0.36
106419,0,1,4,30,81,280,311,429,0,1,3,22,55,191,197,221,0.41,CS,0.4
106422,0,0,1,10,18,60,70,393,0,0,0,6,22,31,35,69,0.67,SM,1.45
106425,1,7,39,119,462,730,917,1048,0,0,13,21,95,243,325,345,0.07,CS,0.6
106432,0,0,0,2,8,20,36,350,0,0,0,1,1,5,5,19,1.82,LG,1.73
106441,0,4,5,38,290,1346,3091,4395,0,3,6,34,148,266,414,548,0.29,CS,0.32
106442,1,3,6,28,86,208,291,1268,0,1,12,23,58,122,126,130,0.18,CO,0.43
106443,0,0,0,0,13,162,450,1279,0,0,0,0,0,24,60,110,2.03,SS,5.65
106447,0,2,10,14,15,17,45,214,0,2,10,10,10,10,10,22,0.45,CS,0.46
106448,7,23,77,185,339,1068,2591,6539,4,17,24,37,158,287,298,1242,0.04,SG,0.22
106454,1,1,2,8,203,1289,3065,6491,2,2,6,11,170,317,740,1518,0.16,CO,0.15
106462,0,0,1,4,38,77,201,425,0,0,0,0,16,49,141,212,0.87,SS,2.23
106464,3,8,19,60,257,552,774,957,0,0,3,15,78,244,414,439,0.06,CS,0.53
106467,5,11,40,107,396,977,2127,5784,0,5,13,53,240,473,906,1366,0.09,BB,0.43
106468,0,0,0,1,10,22,22,66,0,0,0,0,8,10,10,10,1.98,CS,3.48
106471,0,0,0,2,12,47,147,711,0,0,0,0,7,9,33,51,1.66,CO,4.27
106472,0,3,14,43,185,714,1134,1886,0,4,11,32,143,519,824,1487,0.35,SS,0.34
106473,4,6,12,37,198,581,1041,2157,3,7,9,17,172,494,832,1472,0.01,BB,0.15
106475,9,21,101,295,1266,7785,12640,15122,1,3,12,64,156,180,180,180,0.07,SS,0.2
106477,1,1,11,30,76,91,97,178,0,0,1,14,46,56,56,56,0.22,CS,0.61
106484,0,6,14,41,79,85,92,125,0,5,12,38,71,74,74,76,0.27,CS,0.38
106486,0,1,19,68,288,965,2397,7526,0,0,12,32,183,188,276,1350,0.5,CS,0.67
106487,0,0,1,7,12,136,314,503,0,0,0,2,2,39,115,131,0.75,CS,1.67
106491,0,0,0,0,0,6,6,37,0,0,0,0,0,5,5,17,9.14,SS,9.09
106492,0,0,2,4,34,175,583,4438,0,0,5,6,36,78,159,199,0.9,SM,0.65
106493,0,0,0,0,4,31,103,206,0,0,0,0,0,0,1,17,2.31,CS,11.8
106500,0,2,7,14,22,24,25,36,0,0,4,13,15,15,15,16,0.3,DR,0.59
106504,0,0,1,2,4,20,30,405,0,0,0,0,2,12,12,12,0.5,CS,3.4
106507,0,1,10,33,177,663,890,2047,0,1,12,35,68,102,143,215,0.38,SS,0.36
106508,4,16,42,110,397,978,2125,5785,0,2,14,54,242,473,905,1372,0.07,BB,0.49
106509,2,5,11,22,33,33,34,38,0,2,3,10,19,19,19,19,0.09,MG,0.47
106518,4,16,45,110,396,971,2121,5781,0,4,14,54,242,473,903,1365,0.09,BB,0.45
106534,2,4,12,33,41,43,60,103,1,1,2,13,13,13,15,21,0.18,CS,0.19
106535,0,0,2,4,10,56,91,199,0,0,1,4,11,45,52,78,0.62,CO,0.57
106536,0,4,23,63,171,436,1186,4316,0,0,2,9,85,296,498,552,0.34,LG,0.92
106542,0,0,1,8,81,296,713,1695,0,0,2,2,32,75,171,196,0.99,CO,0.99
106550,1,3,14,57,191,976,1860,2920,0,0,4,22,169,432,706,869,0.14,CS,0.76
106558,0,0,0,0,4,23,42,188,0,0,0,0,0,4,8,30,3.07,CS,7.7
106562,0,0,0,1,11,128,310,499,0,0,0,0,2,32,105,131,1.73,CS,2.51
106577,4,6,8,24,248,418,680,4177,6,8,8,11,41,91,137,185,0.01,CO,0.04
106581,0,5,9,17,76,548,874,1094,0,6,9,22,71,228,306,345,0.31,SM,0.4
106582,0,2,7,23,113,150,160,217,0,0,3,29,86,120,125,131,0.32,CS,0.98
106586,0,0,1,1,33,147,451,6758,0,0,1,2,20,74,145,197,0.64,CO,0.67
106587,0,1,1,1,1,2,9,38,0,0,0,0,0,1,1,1,0.35,MG,8.71
106589,8,8,22,64,437,1704,3222,4443,1,1,10,18,123,245,394,548,0.11,CO,0.13
106594,0,2,2,8,63,235,321,366,0,0,0,15,35,63,68,81,0.47,SS,1.57
106596,4,4,12,21,111,229,552,1593,1,3,14,22,66,95,196,196,0.14,CS,0.16
106597,0,3,22,27,42,49,56,104,0,0,9,10,13,14,14,21,0.34,CS,0.6
106610,0,7,13,20,21,26,36,250,0,5,10,15,15,22,26,49,0.36,SM,0.27
106614,1,2,2,2,18,78,219,1296,0,0,0,0,25,90,229,944,0.2,CS,3.48
106615,0,0,0,0,0,2,6,34,0,0,0,0,0,5,5,17,9.63,SS,9.54
106623,0,3,17,44,135,640,1198,2130,0,1,5,20,69,435,842,1725,0.39,SS,0.44
106624,0,0,0,6,11,67,285,785,0,0,0,10,11,33,64,80,1.54,CO,1.44
106625,0,0,0,1,15,55,105,641,0,0,0,0,20,43,68,80,1.05,SS,3.18
106626,17,77,262,797,3805,9204,11779,14996,0,5,14,30,248,419,428,428,0.02,SG,0.32
106627,0,0,0,0,0,18,34,83,0,0,0,0,0,11,13,16,6.18,CS,7.45
106629,0,0,1,7,57,230,326,361,0,0,0,16,49,68,75,81,0.92,CO,1.04
106630,0,0,0,7,29,60,114,762,0,0,0,2,10,34,62,110,1.49,MG,1.71
106636,0,2,11,39,79,85,92,126,0,1,12,40,71,74,74,76,0.43,CS,0.44
106648,0,5,7,30,136,194,221,493,0,2,7,30,91,119,122,137,0.33,CO,0.29
106651,0,0,0,1,18,40,84,649,0,0,0,0,1,1,3,78,1.47,CS,3.78
106652,2,5,9,21,33,33,34,38,0,0,3,8,19,19,19,19,0.09,CS,0.71
106658,0,0,4,16,71,85,91,122,0,0,8,18,71,74,74,76,0.56,CS,0.57
106659,2,4,5,10,10,95,205,896,2,3,3,5,5,73,111,130,0.15,CO,0.09
106663,0,3,5,20,71,90,94,164,0,1,1,19,46,56,56,56,0.42,CS,0.47
106672,0,0,0,0,7,67,128,1226,0,0,0,0,17,69,135,884,2.94,CS,4.05
106673,0,5,9,44,221,712,925,2305,0,1,6,32,169,440,583,736,0.45,CS,0.49
106683,0,1,5,6,29,167,225,395,0,0,1,5,32,127,156,212,0.49,BB,0.86
106693,0,0,0,0,9,22,22,65,0,0,0,0,8,10,10,10,2.31,CS,3.81
106694,2,5,11,15,73,529,871,1094,1,9,9,21,67,226,305,345,0.16,SM,0.21
106696,2,13,24,71,238,478,599,915,0,2,6,39,162,354,485,589,0.19,CS,0.36
106700,0,0,2,9,18,153,294,360,0,0,0,13,35,60,67,76,0.59,CS,1.01
106702,1,4,25,45,138,648,1209,2132,0,1,10,20,69,441,851,1725,0.24,SS,0.25
106705,19,56,114,283,1552,8310,12895,15091,8,13,25,58,142,180,180,180,0.1,SG,0.15
106710,0,0,3,30,95,221,563,2480,2,4,13,49,158,355,673,1057,0.55,SM,0.21
106711,0,1,1,8,14,98,268,1159,0,0,0,4,4,60,85,110,0.42,MG,1.14
106715,2,3,20,26,42,49,54,104,0,0,9,10,13,14,14,21,0.19,CS,0.67
106717,1,3,11,28,182,581,1186,3006,0,0,5,12,70,246,633,1462,0.23,CS,0.51
106721,0,0,0,0,2,12,48,311,0,0,0,0,1,3,13,32,3.19,MG,4.98
106724,1,1,6,29,54,165,292,915,0,0,4,17,29,44,47,63,0.22,CS,0.92
106727,0,0,0,10,14,19,29,194,0,0,0,6,12,13,13,78,1.44,FV,1.85
106728,1,8,44,110,464,731,917,1048,0,2,15,21,102,244,322,345,0.24,CS,0.39
106730,0,1,8,14,15,19,44,208,1,1,3,10,10,10,10,22,0.38,CS,0.25
106733,0,0,16,48,175,266,312,385,0,0,8,39,105,176,209,221,0.53,BB,0.63
106736,0,0,3,16,155,624,1060,2375,0,0,0,1,47,449,830,1478,0.51,CS,1.08
106741,5,12,48,92,313,1051,1756,2934,0,4,21,49,256,479,601,869,0.12,CS,0.27
106743,0,0,0,0,2,7,26,133,0,0,0,0,0,0,2,17,2.98,CS,11.59
106747,0,0,0,0,7,46,92,119,0,0,0,0,3,18,18,19,2.88,SM,4.58
106750,0,0,6,9,13,26,92,687,0,0,4,7,9,10,23,39,0.61,SS,0.58
106762,1,6,18,43,52,80,118,512,1,1,2,15,16,22,28,39,0.19,ME,0.21
106763,2,4,9,10,11,12,16,65,0,0,5,5,5,5,5,19,0.09,CS,0.66
106765,0,0,0,4,14,19,28,195,0,0,0,0,12,13,13,78,1.65,FV,2.05
106766,0,0,0,1,1,2,21,68,0,0,0,0,0,0,1,3,1.32,LG,12.96
106769,0,0,3,12,65,243,322,366,0,0,0,15,42,63,68,81,0.52,CS,1.13
106772,0,2,12,21,32,33,35,37,1,4,14,19,19,19,19,19,0.29,CO,0.24
106776,0,5,13,25,34,34,38,207,2,3,9,25,28,28,29,45,0.26,CS,0.07
106779,0,0,2,10,29,197,746,2568,0,0,4,12,51,214,499,736,0.67,SM,0.73
106781,0,0,1,1,13,91,266,1161,0,0,0,0,4,50,89,110,0.7,MG,2.11
106782,0,2,5,9,40,89,268,732,1,1,5,10,49,57,79,80,0.34,SM,0.21
106783,0,1,6,14,55,217,321,366,0,3,15,24,39,63,68,81,0.47,SS,0.45
106784,0,0,0,0,0,27,41,185,0,0,0,0,0,14,25,77,5.36,CS,5.46
106786,0,0,0,1,10,39,272,1034,0,0,0,0,6,27,164,355,1.97,CO,2.05
106796,0,1,6,14,24,31,56,232,0,0,0,0,0,3,10,34,0.42,CS,8.75
106798,2,6,26,59,142,184,221,497,0,0,7,23,93,115,122,135,0.16,CS,0.56
106800,1,1,6,16,80,256,609,2357,0,0,7,29,74,197,406,1464,0.23,CS,0.82
106802,1,10,19,58,123,218,396,2268,2,3,6,36,100,154,248,352,0.21,SG,0.13
106804,2,11,22,91,488,785,911,1067,0,6,8,14,143,279,318,345,0.19,CS,0.28
106805,0,0,0,0,1,3,23,412,0,0,0,0,0,0,0,192,3.44,CS,19.71
106806,0,2,4,5,17,39,71,250,0,1,1,1,20,22,34,58,0.3,CO,0.34
106813,2,8,17,57,247,630,1094,2078,3,3,8,30,187,562,943,1637,0.17,CS,0.16
106816,2,7,26,59,142,184,221,497,0,0,7,23,93,115,122,135,0.13,CS,0.55
106820,0,2,5,5,5,11,17,294,0,1,7,7,7,9,14,21,0.29,CO,0.42
106838,3,6,13,56,541,1669,3442,6837,0,0,0,28,251,287,447,1371,0.09,CS,1.11
106847,2,6,9,20,21,25,42,519,0,1,2,12,12,12,12,51,0.18,MG,0.36
106853,1,1,5,27,152,582,1023,1772,0,0,2,3,41,131,195,196,0.19,CS,0.82
106854,3,5,8,20,28,77,274,589,3,3,4,12,20,24,33,69,0.07,CO,0.08
106857,0,0,0,0,1,2,15,68,0,0,0,0,0,0,0,3,3.6,LG,15.24
106860,0,0,8,21,53,71,89,200,0,1,5,25,48,52,53,78,0.51,SM,0.32
106861,2,7,13,53,335,981,1627,2996,0,2,3,22,114,319,571,869,0.11,CS,0.34
106862,0,0,0,0,2,38,105,197,0,0,0,0,0,39,77,78,2.78,CO,5.51
106871,0,1,1,3,71,220,396,693,0,0,0,0,1,1,2,3,0.49,CS,2.7
106874,1,6,11,38,123,153,160,220,3,5,17,29,98,122,125,131,0.24,CS,0.21
106875,0,0,0,0,4,16,140,795,0,0,1,2,7,20,174,597,4.13,CS,0.95
106886,0,5,8,23,249,420,686,4180,0,7,8,11,42,92,137,185,0.25,SE,0.25
106888,0,6,13,31,84,167,287,1729,0,5,18,25,67,125,227,352,0.32,CS,0.33
106889,0,0,1,11,34,213,845,2632,0,0,1,14,41,166,346,736,0.66,SM,0.7
106896,0,2,2,3,3,4,5,37,0,0,0,0,0,0,0,9,0.4,MG,20.94
106912,10,24,72,172,253,310,466,1512,3,6,11,29,92,122,172,288,0.02,SM,0.06
106916,0,0,3,7,54,90,102,169,0,0,2,6,29,56,56,56,0.81,CS,0.82
106917,1,5,19,41,64,89,124,290,0,0,4,13,37,44,52,53,0.2,CS,0.69
106920,1,11,37,123,461,728,919,1048,0,0,13,22,94,243,325,345,0.16,CS,0.52
106923,1,3,9,28,265,1062,1811,2988,3,3,5,46,236,483,649,869,0.17,SS,0.15
106934,0,2,9,37,174,281,311,438,0,0,1,21,108,189,211,221,0.26,CS,0.96
106942,1,8,42,109,461,727,917,1048,0,2,14,21,102,241,321,345,0.21,CS,0.44
106945,5,14,39,101,163,441,1297,2298,1,3,6,27,72,84,117,293,0.06,CO,0.11
106947,0,0,5,10,47,68,87,201,0,0,2,8,31,48,53,78,0.58,CS,0.86
106959,0,1,4,15,22,38,175,938,0,6,8,15,21,37,157,610,0.41,SS,0.39
106964,1,3,9,22,28,86,279,589,0,4,5,17,20,24,33,69,0.24,CS,0.46
106972,2,8,25,46,66,90,127,281,0,2,5,20,38,45,52,53,0.1,CS,0.33
106973,1,7,25,46,67,90,127,282,0,2,3,18,39,45,52,53,0.07,CO,0.36
106975,0,0,0,0,0,26,157,814,0,0,0,0,0,2,12,74,5.2,SM,9.44
106976,1,1,12,60,348,778,1332,5137,1,1,9,46,249,370,532,1168,0.09,CS,0.17
106981,0,3,12,31,184,643,1174,2468,1,4,14,27,213,553,1002,1478,0.3,CS,0.2
106982,1,5,19,36,66,140,211,362,4,7,14,35,56,134,167,212,0.14,CO,0.14
106983,0,1,6,21,158,630,1075,2371,0,0,0,7,45,463,848,1478,0.38,CS,1.11
107002,1,1,10,58,319,777,1308,5120,0,1,10,52,236,369,519,1168,0.2,CS,0.31
107010,0,0,0,0,4,10,72,374,0,0,0,0,5,6,6,96,4.35,SS,4.47
107011,1,5,10,21,33,33,34,38,0,0,3,8,19,19,19,19,0.17,CS,0.73
107017,5,9,21,68,297,798,1415,2951,2,3,11,34,140,277,461,869,0.18,MG,0.2
107018,1,8,15,41,142,428,826,1928,1,3,5,18,62,214,417,736,0.23,CS,0.24
107019,1,4,23,26,42,49,54,104,0,1,9,10,13,14,14,21,0.23,CO,0.5
107021,0,3,6,38,149,273,322,408,0,1,8,24,97,178,217,221,0.37,BB,0.38
107022,0,0,0,0,0,0,11,37,0,0,0,0,0,0,6,17,12.23,CS,12.06
107025,1,4,7,11,11,12,16,64,0,0,2,5,5,5,5,19,0.04,CS,0.77
107026,0,0,0,7,29,60,114,755,0,0,0,2,10,33,62,110,1.51,MG,1.71
107029,3,6,29,59,138,184,221,499,0,1,6,22,91,115,122,135,0.08,CS,0.46
107041,5,16,46,110,399,972,2117,5774,0,5,14,54,242,473,900,1364,0.12,BB,0.42
107042,2,4,11,14,16,17,18,60,0,1,9,10,10,10,10,25,0.14,CO,0.46
107045,0,0,0,1,72,488,629,853,0,0,7,9,90,405,506,559,1.94,SM,0.94
107047,0,0,0,0,1,4,22,415,0,0,0,0,0,0,0,194,3.95,CS,19.25
107050,0,4,23,90,457,947,1175,1869,0,1,5,14,143,395,512,573,0.27,CS,0.36
107053,0,0,0,2,16,112,269,771,0,0,0,0,24,62,72,80,1.72,CS,4.02
107055,0,1,4,39,85,281,312,429,0,1,3,27,59,191,201,221,0.41,CS,0.41
107067,0,2,7,19,152,251,305,380,0,0,5,14,101,165,203,221,0.43,CS,0.52
107069,0,0,0,0,4,36,51,180,0,0,0,0,1,23,26,37,2.97,MG,4.53
107071,2,11,36,82,310,1050,1761,2946,4,7,16,52,260,475,616,869,0.12,CS,0.09
107072,0,1,4,40,85,281,312,429,0,1,3,27,59,191,201,221,0.4,CS,0.4
107074,0,0,0,1,19,111,329,2753,0,0,0,1,10,50,156,552,1.77,CS,1.81
107075,1,6,11,38,86,170,248,1128,0,0,1,10,37,106,124,130,0.07,SS,0.55
107078,1,1,10,28,232,675,795,948,0,0,9,19,157,375,434,439,0.23,CO,0.55
107087,2,3,26,63,256,710,1061,1580,1,1,5,9,86,245,415,573,0.15,CS,0.06
107093,0,1,1,2,13,50,122,674,0,0,0,0,3,26,33,51,0.26,CS,2.22
107099,1,2,23,62,168,441,1193,4312,0,0,2,11,83,299,500,552,0.15,LG,0.81
107109,0,2,13,18,27,40,60,532,0,0,14,22,25,30,39,99,0.33,CO,0.59
107114,0,1,4,36,85,281,312,429,0,0,3,25,59,191,201,221,0.49,SG,0.51
107118,0,0,0,1,11,64,152,705,0,0,0,0,1,14,29,54,1.08,CO,4.64
107119,2,3,11,33,87,202,537,2340,2,3,22,53,154,318,628,1057,0.19,CS,0.18
107123,0,0,0,0,14,133,279,509,0,0,0,0,2,17,80,131,3.01,CS,4.7
107124,0,0,17,59,283,962,2422,7522,0,0,10,30,183,187,276,1348,0.53,CS,0.66
107125,1,1,3,5,5,12,19,305,0,2,4,7,7,9,14,21,0.21,CO,0.28
107131,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.61,CO,0.56
107141,2,5,16,33,41,43,60,103,1,1,3,13,13,13,15,21,0.2,CO,0.11
107149,0,0,2,19,95,253,324,366,0,0,0,0,41,63,68,81,0.55,CS,2.06
107152,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.61,CO,0.56
107155,2,4,4,4,43,197,717,4434,6,6,6,6,33,78,162,199,0.08,SM,0.07
107156,0,1,2,8,65,238,321,366,0,0,0,14,35,63,68,81,0.4,CS,1.61
107162,0,0,7,35,211,739,1205,2584,0,1,6,36,165,536,721,736,0.59,SM,0.49
107166,0,0,5,20,154,281,311,438,0,0,0,5,99,185,210,221,0.57,CS,1.54
107174,0,0,0,0,13,52,97,600,0,0,0,0,8,42,68,80,3.02,CS,3.21
107176,0,0,0,0,1,21,37,276,0,0,0,0,0,6,13,32,3.35,CS,6.93
107180,0,0,0,2,13,61,181,742,0,0,0,0,6,9,33,52,1.6,CO,3.32
107182,0,0,1,9,53,80,199,424,0,0,0,1,30,50,143,212,0.71,CS,1.74
107187,1,6,17,32,137,652,1418,2897,2,5,11,31,160,734,1169,1478,0.15,CS,0.15
107190,0,8,26,71,473,1735,3239,4442,0,2,8,19,117,242,383,548,0.35,CO,0.41
107191,0,0,9,32,210,559,770,1024,0,0,6,18,108,309,401,439,0.63,MG,0.63
107195,0,2,13,49,117,288,585,1623,0,0,2,19,68,153,196,196,0.39,CS,0.96
107205,0,0,8,36,211,739,1202,2585,0,0,8,37,165,535,721,736,0.64,SM,0.54
